expiry_date;reference_id;control_timestamp;allee
01/05/2022;3,56007E+12;2021-02-01 15:15:48+00;Memet
14/10/2020;7,31117E+12;2020-12-14 16:50:37.97+00;Semi conserves
15/11/2020;3,03868E+12;2020-12-14 16:51:28.162+00;Semi conserves
17/02/2022;3,24539E+12;2021-05-04 13:53:48.522+00;Semi conserves
01/08/2022;3,17569E+12;2021-05-04 13:53:20.63+00;Semi conserves
30/04/2021;3,17569E+12;2021-05-04 13:54:09.633+00;Semi conserves
31/08/2022;3,17569E+12;2021-05-04 13:54:48.85+00;Semi conserves
02/01/1970;3,26233E+12;2021-05-10 13:16:05.58+00;Semi conserves
30/04/2022;3,24541E+12;2021-05-31 15:32:24.043+00;Semi conserves
30/11/2021;3,44043E+12;2021-06-07 13:58:34.019+00;Semi conserves
30/12/2021;3,44043E+12;2021-07-16 16:58:04.675+00;Semi conserves
31/05/2022;3,56007E+12;2021-08-02 20:09:33.721+00;Semi conserves
30/04/2022;3,56007E+12;2021-09-01 16:12:08.291+00;Semi conserves
03/01/1970;3,29207E+12;2021-10-02 17:39:00.585+00;Semi conserves
03/01/1970;3,29207E+12;2021-10-02 17:39:03.128+00;Semi conserves
18/09/2021;3,24541E+12;2021-10-02 17:39:17.46+00;Semi conserves
15/03/2023;7,6121E+12;2021-05-18 10:02:49.918+00;R14 BIO VITALITE
30/04/2022;3,17568E+12;2021-05-18 10:04:51.187+00;R14 BIO VITALITE
31/01/2022;3,17568E+12;2021-05-18 10:05:42.392+00;R14 BIO VITALITE
15/04/2022;3,17568E+12;2021-05-18 10:06:20.184+00;R14 BIO VITALITE
31/05/2022;7,6121E+12;2021-05-18 10:06:53.162+00;R14 BIO VITALITE
31/01/2022;7,6121E+12;2021-05-18 10:08:14.127+00;R14 BIO VITALITE
31/01/2022;3,17568E+12;2021-05-18 10:15:06.529+00;R14 BIO VITALITE
31/07/2022;3,17568E+12;2021-05-18 10:12:22.914+00;R14 BIO VITALITE
31/01/2022;3,17568E+12;2021-05-18 10:13:57.385+00;R14 BIO VITALITE
05/06/2022;3,22982E+12;2021-05-18 10:17:06.453+00;R14 BIO VITALITE
22/02/2022;3,17568E+12;2021-05-18 10:18:05.627+00;R14 BIO VITALITE
19/12/2021;3,17568E+12;2021-05-18 10:20:54.206+00;R14 BIO VITALITE
14/12/2021;3,24541E+12;2021-05-18 10:22:33.304+00;R14 BIO VITALITE
27/01/2022;3,24541E+12;2021-05-18 10:24:12.254+00;R14 BIO VITALITE
07/01/2022;3,17568E+12;2021-05-18 10:28:25.917+00;R14 BIO VITALITE
30/11/2021;3,17568E+12;2021-05-18 10:34:12.983+00;R14 BIO VITALITE
28/02/2022;3,17568E+12;2021-05-18 10:37:27.228+00;R14 BIO VITALITE
03/07/2022;3,22982E+12;2021-05-18 10:38:51.622+00;R14 BIO VITALITE
15/01/2022;3,22982E+12;2021-05-18 10:44:23.031+00;R14 BIO VITALITE
31/01/2022;3,17568E+12;2021-05-18 10:46:21.512+00;R14 BIO VITALITE
31/12/2021;3,17568E+12;2021-05-18 10:47:18.336+00;R14 BIO VITALITE
31/01/2022;3,17568E+12;2021-05-18 10:48:30.877+00;R14 BIO VITALITE
15/12/2023;3,17771E+12;2021-05-18 10:49:31.722+00;R14 BIO VITALITE
31/01/2022;3,17568E+12;2021-05-18 10:50:49.576+00;R14 BIO VITALITE
15/11/2022;3,25149E+12;2021-05-18 10:52:36.596+00;R14 BIO VITALITE
25/11/2021;3,17568E+12;2021-05-18 10:55:58.423+00;R14 BIO VITALITE
14/12/2021;3,56007E+12;2021-05-18 10:56:53.682+00;R14 BIO VITALITE
31/01/2022;3,22982E+12;2021-05-18 11:04:48.778+00;R14 BIO VITALITE
08/02/2022;3,17568E+12;2021-05-18 11:06:16.425+00;R14 BIO VITALITE
16/11/2021;3,25149E+12;2021-05-18 11:08:00.686+00;R14 BIO VITALITE
31/01/2022;3,25149E+12;2021-05-18 11:09:11.958+00;R14 BIO VITALITE
31/12/2021;3,17568E+12;2021-05-18 11:02:06.633+00;R14 BIO VITALITE
27/04/2022;3,17568E+12;2021-05-18 11:02:55.873+00;R14 BIO VITALITE
30/11/2021;3,17568E+12;2021-05-18 11:13:45.135+00;R14 BIO VITALITE
31/12/2021;3,17568E+12;2021-05-18 11:18:19.709+00;R14 BIO VITALITE
31/12/2021;3,17568E+12;2021-05-18 11:20:53.327+00;R14 BIO VITALITE
28/02/2022;3,17568E+12;2021-05-18 11:23:11.54+00;R14 BIO VITALITE
30/11/2021;3,25149E+12;2021-05-18 11:24:27.166+00;R14 BIO VITALITE
31/03/2022;3,25149E+12;2021-05-18 11:27:16.621+00;R14 BIO VITALITE
31/12/2021;3,17568E+12;2021-05-18 11:36:24.294+00;R14 BIO VITALITE
08/12/2021;3,17568E+12;2021-05-18 11:39:25.675+00;R14 BIO VITALITE
11/03/2022;3,22982E+12;2021-05-18 11:39:59.385+00;R14 BIO VITALITE
17/01/2023;3,22982E+12;2021-05-18 11:40:16.793+00;R14 BIO VITALITE
29/11/2021;3,22982E+12;2021-05-18 11:45:30.806+00;R14 BIO VITALITE
01/02/2022;3,22982E+12;2021-06-26 09:55:50.343+00;R14 BIO VITALITE
31/12/2021;3,17568E+12;2021-07-16 05:49:54.629+00;R14 BIO VITALITE
30/12/2021;3,22982E+12;2021-07-31 05:52:52.813+00;R14 BIO VITALITE
01/09/2022;3,22982E+12;2021-10-23 10:50:35.925+00;R14 BIO VITALITE
03/12/2021;3,17568E+12;2021-10-23 10:51:42.618+00;R14 BIO VITALITE
10/02/2022;3,17568E+12;2021-08-10 08:19:33.807+00;R14 BIO VITALITE
10/02/2022;3,17568E+12;2021-09-01 12:01:01.403+00;R14 BIO VITALITE
30/11/2021;3,17568E+12;2021-08-16 07:27:07.796+00;R14 BIO VITALITE
31/03/2022;3,17568E+12;2021-08-16 07:27:48.419+00;R14 BIO VITALITE
01/01/2022;7,61303E+12;2021-03-27 09:36:15+00;R14 LAIT INFANTILE
12/12/2021;7,61304E+12;2021-03-27 09:37:51+00;R14 LAIT INFANTILE
03/02/2022;3,17568E+12;2021-09-02 11:42:02.373+00;R14 BIO VITALITE
30/03/2022;3,04109E+12;2021-03-27 08:51:05+00;R14 LAIT INFANTILE
06/12/2021;3,25149E+12;2021-10-04 03:14:38.551+00;R14 BIO VITALITE
30/06/2022;3,17568E+12;2021-09-15 11:22:08.967+00;R14 BIO VITALITE
31/12/2021;3,17568E+12;2021-09-15 11:23:00.912+00;R14 BIO VITALITE
10/02/2022;3,04109E+12;2021-03-27 09:09:07+00;R14 LAIT INFANTILE
16/12/2021;3,04109E+12;2021-03-27 09:13:38+00;R14 LAIT INFANTILE
09/03/2022;3,04109E+12;2021-03-27 09:16:28+00;R14 LAIT INFANTILE
02/06/2022;3,04109E+12;2021-03-27 09:20:00+00;R14 LAIT INFANTILE
31/03/2022;3,17568E+12;2021-09-15 11:25:23.438+00;R14 BIO VITALITE
31/07/2022;3,17568E+12;2021-10-16 11:45:03.562+00;R14 BIO VITALITE
31/03/2022;3,17568E+12;2021-10-16 11:45:48.336+00;R14 BIO VITALITE
14/01/2022;3,04109E+12;2021-03-27 09:21:50+00;R14 LAIT INFANTILE
13/01/2023;3,04109E+12;2021-03-27 09:24:58+00;R14 LAIT INFANTILE
18/01/2023;3,04109E+12;2021-03-27 09:27:37+00;R14 LAIT INFANTILE
13/12/2021;3,04109E+12;2021-03-27 09:29:31+00;R14 LAIT INFANTILE
04/01/2022;7,61304E+12;2021-03-27 09:35:33+00;R14 LAIT INFANTILE
28/02/2022;3,17568E+12;2021-10-16 11:46:05.959+00;R14 BIO VITALITE
31/12/2021;3,17568E+12;2021-10-16 11:47:24.257+00;R14 BIO VITALITE
30/05/2022;7,61304E+12;2021-03-27 09:45:47+00;R14 LAIT INFANTILE
31/07/2022;7,61303E+12;2021-03-27 09:48:26+00;R14 LAIT INFANTILE
31/12/2021;7,61303E+12;2021-03-27 09:52:56+00;R14 LAIT INFANTILE
30/09/2022;7,61304E+12;2021-03-27 09:54:32+00;R14 LAIT INFANTILE
30/11/2021;7,61304E+12;2021-03-27 09:55:22+00;R14 LAIT INFANTILE
30/04/2022;7,61304E+12;2021-03-27 09:57:00+00;R14 LAIT INFANTILE
31/03/2022;7,61304E+12;2021-03-27 09:58:50+00;R14 LAIT INFANTILE
31/05/2022;7,61303E+12;2021-03-27 10:01:10+00;R14 LAIT INFANTILE
28/02/2022;7,61304E+12;2021-03-27 10:02:19+00;R14 LAIT INFANTILE
30/12/2021;3,03371E+12;2021-03-27 10:13:59+00;R14 LAIT INFANTILE
31/12/2021;3,03371E+12;2021-03-27 10:16:09+00;R14 LAIT INFANTILE
31/12/2021;7,61304E+12;2021-03-27 10:24:06+00;R14 LAIT INFANTILE
14/07/2022;3,04109E+12;2021-03-27 10:27:45+00;R14 LAIT INFANTILE
06/03/2022;3,04109E+12;2021-03-27 10:28:46+00;R14 LAIT INFANTILE
31/03/2022;7,61303E+12;2021-03-27 10:30:10+00;R14 LAIT INFANTILE
30/09/2022;7,61303E+12;2021-03-27 10:31:16+00;R14 LAIT INFANTILE
29/07/2022;3,57273E+12;2021-03-27 10:32:41+00;R14 LAIT INFANTILE
31/03/2022;3,28811E+12;2021-03-27 10:33:42+00;R14 LAIT INFANTILE
24/11/2021;3,28811E+12;2021-03-27 10:34:46+00;R14 LAIT INFANTILE
30/04/2022;7,61304E+12;2021-03-27 10:37:07+00;R14 LAIT INFANTILE
12/05/2022;4,0623E+12;2021-03-27 10:43:51+00;R14 LAIT INFANTILE
16/03/2022;4,0623E+12;2021-03-27 10:45:33+00;R14 LAIT INFANTILE
27/04/2022;4,0623E+12;2021-03-27 10:48:05+00;R14 LAIT INFANTILE
16/06/2022;4,0623E+12;2021-03-27 10:49:09+00;R14 LAIT INFANTILE
09/12/2021;3,04109E+12;2021-03-27 10:49:37+00;R14 LAIT INFANTILE
09/12/2021;3,28811E+12;2021-03-27 10:50:05+00;R14 LAIT INFANTILE
24/07/2022;3,57273E+12;2021-03-27 10:50:38+00;R14 LAIT INFANTILE
28/02/2022;7,61304E+12;2021-03-27 10:51:23+00;R14 LAIT INFANTILE
01/04/2022;3,28811E+12;2021-03-27 10:54:10+00;R14 LAIT INFANTILE
01/08/2022;3,57273E+12;2021-03-27 10:56:35+00;R14 LAIT INFANTILE
30/11/2022;7,61303E+12;2021-03-27 10:57:13+00;R14 LAIT INFANTILE
28/02/2022;7,61303E+12;2021-03-27 10:58:16+00;R14 LAIT INFANTILE
14/07/2022;3,04109E+12;2021-03-27 11:00:36+00;R14 LAIT INFANTILE
20/12/2022;3,04109E+12;2021-03-27 11:01:49+00;R14 LAIT INFANTILE
31/10/2022;7,61303E+12;2021-03-27 11:02:30+00;R14 LAIT INFANTILE
10/03/2023;3,57273E+12;2021-03-27 11:03:02+00;R14 LAIT INFANTILE
01/09/2022;3,28811E+12;2021-03-27 11:04:26+00;R14 LAIT INFANTILE
31/03/2022;7,61304E+12;2021-03-27 11:08:06+00;R14 LAIT INFANTILE
27/08/2022;3,57273E+12;2021-03-27 11:08:57+00;R14 LAIT INFANTILE
21/04/2022;4,0623E+12;2021-03-27 11:12:11+00;R14 LAIT INFANTILE
29/04/2022;4,0623E+12;2021-03-27 11:13:20+00;R14 LAIT INFANTILE
30/12/2021;3,28813E+12;2021-03-27 11:14:08+00;R14 LAIT INFANTILE
02/02/2022;3,28813E+12;2021-03-27 11:14:44+00;R14 LAIT INFANTILE
27/10/2022;3,28813E+12;2021-03-27 11:15:35+00;R14 LAIT INFANTILE
02/02/2022;3,28813E+12;2021-03-27 11:16:10+00;R14 LAIT INFANTILE
02/07/2022;3,28813E+12;2021-03-27 11:16:31+00;R14 LAIT INFANTILE
19/01/2022;3,28813E+12;2021-03-27 11:17:07+00;R14 LAIT INFANTILE
13/01/2022;3,28811E+12;2021-03-27 11:22:33+00;R14 LAIT INFANTILE
16/04/2022;3,28811E+12;2021-03-27 11:23:18+00;R14 LAIT INFANTILE
15/01/2022;3,04109E+12;2021-03-27 11:23:55+00;R14 LAIT INFANTILE
17/11/2022;3,76027E+12;2021-05-20 09:44:43.352+00;R14 LAIT INFANTILE
02/01/1970;3,04109E+12;2021-06-08 09:12:04.93+00;R14 LAIT INFANTILE
18/01/2022;3,53363E+12;2021-06-16 09:11:41.811+00;R14 LAIT INFANTILE
06/09/2022;3,28813E+12;2021-06-09 09:15:43.819+00;R14 LAIT INFANTILE
13/02/2023;3,04109E+12;2021-06-09 09:16:00.589+00;R14 LAIT INFANTILE
31/01/2022;3,17568E+12;2021-10-16 11:48:24.573+00;R14 BIO VITALITE
31/03/2022;3,17568E+12;2021-10-16 11:50:32.819+00;R14 BIO VITALITE
01/12/2022;3,16092E+12;2021-05-17 13:11:06.068+00;R14 BIO COMPLEMENT ALIMENTAIRE
18/11/2021;3,76027E+12;2021-05-28 06:33:03.485+00;R14 LAIT INFANTILE
22/12/2021;3,53363E+12;2021-05-28 06:34:10.813+00;R14 LAIT INFANTILE
30/01/2022;3,53363E+12;2021-07-26 11:12:22.976+00;R14 LAIT INFANTILE
30/11/2021;3,53363E+12;2021-07-07 08:54:31.328+00;R14 LAIT INFANTILE
25/04/2022;3,04109E+12;2021-08-23 08:14:12.759+00;R14 LAIT INFANTILE
15/12/2021;3,53363E+12;2021-07-09 07:49:12.702+00;R14 LAIT INFANTILE
02/12/2021;3,53363E+12;2021-07-09 07:49:58.074+00;R14 LAIT INFANTILE
06/11/2021;3,04109E+12;2021-10-23 08:16:35.267+00;R14 LAIT INFANTILE
20/10/2022;3,04109E+12;2021-07-19 11:31:55.223+00;R14 LAIT INFANTILE
09/12/2021;3,53363E+12;2021-07-20 07:42:39.811+00;R14 LAIT INFANTILE
12/11/2022;3,04109E+12;2021-08-21 07:16:19.014+00;R14 LAIT INFANTILE
05/02/2022;3,04109E+12;2021-07-22 10:07:50.275+00;R14 LAIT INFANTILE
31/12/2021;7,61303E+12;2021-09-30 11:22:08.937+00;R14 LAIT INFANTILE
26/11/2021;3,53363E+12;2021-07-31 08:37:52.637+00;R14 LAIT INFANTILE
16/10/2022;3,04109E+12;2021-08-26 10:02:52.605+00;R14 LAIT INFANTILE
16/09/2022;3,04109E+12;2021-08-26 10:04:08.371+00;R14 LAIT INFANTILE
27/11/2021;3,04109E+12;2021-08-28 08:33:45.492+00;R14 LAIT INFANTILE
24/09/2021;3,53363E+12;2021-09-09 11:46:16.316+00;R14 LAIT INFANTILE
28/01/2022;3,28811E+12;2021-09-09 11:47:01.972+00;R14 LAIT INFANTILE
17/07/2022;3,04109E+12;2021-09-04 10:01:19.66+00;R14 LAIT INFANTILE
31/03/2022;3,28811E+12;2021-10-13 12:08:13.087+00;R14 LAIT INFANTILE
12/12/2021;3,28811E+12;2021-10-02 11:34:22.798+00;R14 LAIT INFANTILE
30/09/2021;3,28811E+12;2021-09-23 09:19:13.662+00;R14 LAIT INFANTILE
09/12/2021;3,28811E+12;2021-09-24 08:14:58.468+00;R14 LAIT INFANTILE
04/05/2022;3,56007E+12;2021-09-21 09:20:16.176+00;R14 LAIT INFANTILE
16/01/2023;3,04109E+12;2021-09-11 11:48:58.807+00;R14 LAIT INFANTILE
21/12/2021;3,28811E+12;2021-10-05 11:49:09.787+00;R14 LAIT INFANTILE
24/01/2023;4,0623E+12;2021-09-16 10:18:06.713+00;R14 LAIT INFANTILE
28/02/2022;7,61304E+12;2021-10-16 14:25:26.156+00;R14 LAIT INFANTILE
30/06/2022;7,61303E+12;2021-10-16 14:26:02.144+00;R14 LAIT INFANTILE
25/10/2022;3,04109E+12;2021-10-18 14:36:50.76+00;R14 LAIT INFANTILE
16/12/2022;3,04109E+12;2021-10-07 12:10:32.493+00;R14 LAIT INFANTILE
22/12/2021;3,28811E+12;2021-10-11 06:24:32.743+00;R14 LAIT INFANTILE
17/11/2021;3,04109E+12;2021-03-31 08:49:43+00;R14 sucré bebe
03/12/2021;3,04109E+12;2021-03-31 08:52:29+00;R14 sucré bebe
21/11/2021;3,04109E+12;2021-03-31 08:53:48+00;R14 sucré bebe
11/11/2021;3,04109E+12;2021-03-31 08:54:58+00;R14 sucré bebe
30/06/2022;3,03371E+12;2021-03-31 08:56:43+00;R14 sucré bebe
30/06/2022;5,41E+12;2021-03-31 08:57:41+00;R14 sucré bebe
31/05/2022;3,03371E+12;2021-03-31 08:58:21+00;R14 sucré bebe
31/05/2022;3,03371E+12;2021-03-31 08:59:34+00;R14 sucré bebe
31/07/2022;3,04109E+12;2021-03-31 09:01:29+00;R14 sucré bebe
28/07/2022;3,04109E+12;2021-03-31 09:02:44+00;R14 sucré bebe
31/07/2022;3,04109E+12;2021-03-31 09:03:37+00;R14 sucré bebe
30/06/2022;3,03371E+12;2021-03-31 09:04:35+00;R14 sucré bebe
19/05/2022;3,04109E+12;2021-03-31 09:06:49+00;R14 sucré bebe
30/06/2022;3,03371E+12;2021-03-31 09:07:57+00;R14 sucré bebe
30/06/2022;7,61304E+12;2021-03-31 09:08:37+00;R14 sucré bebe
30/06/2022;7,61304E+12;2021-03-31 09:09:06+00;R14 sucré bebe
17/06/2022;3,04109E+12;2021-03-31 09:11:31+00;R14 sucré bebe
27/07/2022;3,04109E+12;2021-03-31 09:13:51+00;R14 sucré bebe
31/05/2022;3,03371E+12;2021-03-31 09:16:00+00;R14 sucré bebe
31/07/2022;7,61304E+12;2021-03-31 09:17:22+00;R14 sucré bebe
09/12/2021;3,04109E+12;2021-03-31 09:37:07+00;R14 sucré bebe
07/01/2022;3,04109E+12;2021-03-31 09:41:21+00;R14 sucré bebe
05/01/2022;3,04109E+12;2021-03-31 09:45:23+00;R14 sucré bebe
28/02/2022;7,61303E+12;2021-04-01 10:22:50.323+00;R14 sucré bebe
31/03/2022;8,0003E+12;2021-04-01 10:23:44.674+00;R14 sucré bebe
01/02/2022;3,04109E+12;2021-04-01 10:26:20.996+00;R14 sucré bebe
16/09/2022;3,04109E+12;2021-04-01 10:28:10.408+00;R14 sucré bebe
30/11/2021;7,61303E+12;2021-04-01 10:29:52.95+00;R14 sucré bebe
09/02/2022;3,04109E+12;2021-04-01 10:36:32.961+00;R14 sucré bebe
25/05/2022;3,04109E+12;2021-04-01 10:38:54.357+00;R14 sucré bebe
08/06/2022;3,04109E+12;2021-04-01 10:40:08.674+00;R14 sucré bebe
30/07/2022;3,04109E+12;2021-04-01 10:42:01.796+00;R14 sucré bebe
18/05/2022;3,04109E+12;2021-04-01 10:44:10.159+00;R14 sucré bebe
31/01/2022;7,61303E+12;2021-04-01 10:45:03.394+00;R14 sucré bebe
30/11/2021;7,61303E+12;2021-04-01 10:45:42.112+00;R14 sucré bebe
30/11/2021;7,61303E+12;2021-04-01 10:46:26.575+00;R14 sucré bebe
28/07/2022;3,04109E+12;2021-04-01 10:47:50.133+00;R14 sucré bebe
23/11/2021;5,90085E+12;2021-04-01 10:49:54.434+00;R14 sucré bebe
30/11/2021;7,61303E+12;2021-04-01 10:53:05.574+00;R14 sucré bebe
27/11/2021;3,04109E+12;2021-04-01 11:03:33.134+00;R14 sucré bebe
30/11/2021;7,61303E+12;2021-04-01 11:04:54.12+00;R14 sucré bebe
11/11/2021;7,61303E+12;2021-04-01 11:06:29.738+00;R14 sucré bebe
30/11/2021;7,61303E+12;2021-04-01 11:06:48.822+00;R14 sucré bebe
18/11/2021;5,90085E+12;2021-04-09 09:02:03.803+00;R14 sucré bebe
15/12/2021;3,04109E+12;2021-04-09 09:02:25.923+00;R14 sucré bebe
31/12/2021;7,61304E+12;2021-04-13 08:19:21.608+00;R14 sucré bebe
30/11/2021;7,61304E+12;2021-04-13 08:19:34.115+00;R14 sucré bebe
13/10/2022;7,61303E+12;2021-04-13 08:21:32.512+00;R14 sucré bebe
30/11/2021;7,61304E+12;2021-04-20 09:09:22.274+00;R14 sucré bebe
10/12/2021;3,04109E+12;2021-05-05 09:32:07.785+00;R14 sucré bebe
08/01/2022;3,04109E+12;2021-05-05 09:32:28.568+00;R14 sucré bebe
05/12/2021;3,04109E+12;2021-05-05 09:33:25.807+00;R14 sucré bebe
01/12/2021;3,04109E+12;2021-05-19 07:54:10.633+00;R14 sucré bebe
31/12/2021;7,61303E+12;2021-05-19 08:14:13.766+00;R14 sucré bebe
08/01/2022;3,04109E+12;2021-05-19 08:14:46.644+00;R14 sucré bebe
08/03/2022;3,04109E+12;2021-09-17 10:07:33.667+00;R14 sucré bebe
30/11/2021;7,61304E+12;2021-06-11 08:07:43.135+00;R14 sucré bebe
21/03/2022;5,90085E+12;2021-09-06 09:19:26.87+00;R14 sucré bebe
30/01/2022;7,61303E+12;2021-07-15 09:38:46.868+00;R14 sucré bebe
31/01/2022;3,03371E+12;2021-06-15 06:34:22.025+00;R14 sucré bebe
07/01/2022;3,04109E+12;2021-06-21 11:12:37.432+00;R14 sucré bebe
30/12/2021;7,61304E+12;2021-06-23 08:21:17.726+00;R14 sucré bebe
30/11/2021;7,61304E+12;2021-07-16 09:40:57.508+00;R14 sucré bebe
20/12/2021;3,04109E+12;2021-08-23 07:39:24.473+00;R14 sucré bebe
30/11/2021;7,61303E+12;2021-07-15 09:38:09.648+00;R14 sucré bebe
16/03/2022;3,04109E+12;2021-10-23 08:14:13.082+00;R14 sucré bebe
11/03/2022;3,04109E+12;2021-10-23 08:14:27.742+00;R14 sucré bebe
26/07/2022;3,04109E+12;2021-10-13 12:01:40.91+00;R14 sucré bebe
31/03/2022;7,61304E+12;2021-08-24 09:40:21.059+00;R14 sucré bebe
30/05/2022;7,61303E+12;2021-08-24 09:40:49.173+00;R14 sucré bebe
08/12/2021;3,04109E+12;2021-08-24 09:42:21.439+00;R14 sucré bebe
31/12/2021;7,61304E+12;2021-08-25 08:39:56.268+00;R14 sucré bebe
22/02/2022;7,61303E+12;2021-08-25 08:41:07.856+00;R14 sucré bebe
31/12/2021;3,04109E+12;2021-08-25 08:43:24.305+00;R14 sucré bebe
07/01/2022;3,04109E+12;2021-08-25 08:44:35.918+00;R14 sucré bebe
12/03/2022;3,04109E+12;2021-08-27 08:05:34.026+00;R14 sucré bebe
21/02/2022;3,04109E+12;2021-08-27 08:06:12.105+00;R14 sucré bebe
08/12/2021;3,04109E+12;2021-08-27 08:07:33.502+00;R14 sucré bebe
15/03/2022;3,04109E+12;2021-08-27 08:07:57.509+00;R14 sucré bebe
22/11/2021;3,04109E+12;2021-08-28 08:34:46.86+00;R14 sucré bebe
09/02/2022;3,04109E+12;2021-08-30 08:20:56+00;R14 sucré bebe
16/02/2022;3,04109E+12;2021-08-30 08:24:32+00;R14 sucré bebe
02/03/2022;3,04109E+12;2021-09-21 09:09:39.09+00;R14 sucré bebe
21/01/2022;3,04109E+12;2021-09-21 09:11:21.781+00;R14 sucré bebe
28/04/2022;3,04109E+12;2021-09-10 11:29:34.276+00;R14 sucré bebe
14/04/2022;3,04109E+12;2021-09-10 11:29:58.581+00;R14 sucré bebe
23/04/2022;3,04109E+12;2021-08-31 11:02:04.114+00;R14 sucré bebe
09/11/2021;3,04109E+12;2021-10-25 06:39:36.242+00;R14 sucré bebe
23/02/2022;3,04109E+12;2021-09-01 12:22:23.67+00;R14 sucré bebe
16/01/2022;3,04109E+12;2021-08-04 10:58:16.357+00;R14 sucré bebe
01/02/2022;3,04109E+12;2021-08-17 12:17:22.523+00;R14 sucré bebe
01/07/2022;3,04109E+12;2021-09-23 09:18:45.598+00;R14 sucré bebe
04/05/2022;3,04109E+12;2021-10-15 13:53:25.864+00;R14 sucré bebe
19/03/2022;3,04109E+12;2021-10-15 13:54:16.748+00;R14 sucré bebe
31/03/2022;7,61304E+12;2021-10-15 13:55:21.342+00;R14 sucré bebe
31/12/2021;3,03371E+12;2021-10-15 13:56:45.729+00;R14 sucré bebe
30/11/2021;7,61303E+12;2021-10-15 13:57:25.884+00;R14 sucré bebe
28/02/2022;7,61303E+12;2021-09-15 09:32:14.789+00;R14 sucré bebe
31/01/2022;7,61303E+12;2021-09-15 09:35:03.829+00;R14 sucré bebe
31/01/2022;7,61304E+12;2021-09-15 09:35:47.916+00;R14 sucré bebe
30/11/2021;3,03371E+12;2021-09-15 09:36:59.515+00;R14 sucré bebe
31/12/2021;7,61303E+12;2021-09-15 09:38:20.267+00;R14 sucré bebe
30/09/2021;7,61303E+12;2021-09-15 09:38:51.574+00;R14 sucré bebe
22/05/2022;3,04109E+12;2021-10-02 11:38:41.861+00;R14 sucré bebe
06/12/2021;3,04109E+12;2021-09-25 10:46:58.751+00;R14 sucré bebe
30/11/2021;7,61304E+12;2021-09-25 10:48:27.932+00;R14 sucré bebe
30/04/2022;7,61304E+12;2021-10-16 14:47:19.613+00;R14 sucré bebe
31/03/2022;3,03371E+12;2021-10-16 14:48:40.038+00;R14 sucré bebe
31/05/2022;7,61304E+12;2021-10-16 14:40:45.731+00;R14 sucré bebe
30/06/2022;7,61304E+12;2021-10-16 14:41:46.191+00;R14 sucré bebe
28/02/2022;7,61304E+12;2021-10-16 14:43:10.229+00;R14 sucré bebe
31/03/2022;7,61303E+12;2021-10-16 14:43:55.754+00;R14 sucré bebe
30/04/2022;7,61303E+12;2021-10-16 14:46:20.362+00;R14 sucré bebe
21/02/2022;3,04109E+12;2021-09-27 11:14:51.17+00;R14 sucré bebe
04/08/2022;5,90085E+12;2021-09-28 09:53:08.931+00;R14 sucré bebe
31/01/2022;3,03371E+12;2021-10-16 14:50:35.496+00;R14 sucré bebe
30/11/2021;7,61303E+12;2021-10-16 14:52:55.344+00;R14 sucré bebe
30/06/2022;7,61304E+12;2021-10-16 14:53:36.422+00;R14 sucré bebe
30/04/2022;7,61304E+12;2021-10-16 14:54:17.905+00;R14 sucré bebe
30/06/2022;7,61304E+12;2021-10-16 14:54:57.345+00;R14 sucré bebe
27/05/2022;3,04109E+12;2021-10-19 11:36:02.954+00;R14 sucré bebe
30/11/2021;7,61304E+12;2021-04-13 09:24:41.398+00;R14 LAIT INFANTILE BIO
19/11/2021;3,28813E+12;2021-04-13 09:26:08.278+00;R14 LAIT INFANTILE BIO
27/11/2021;3,56007E+12;2021-06-01 06:47:36.555+00;R14 LAIT INFANTILE BIO
25/12/2021;3,53363E+12;2021-06-05 02:36:27.602+00;R14 LAIT INFANTILE BIO
02/01/1970;3,56007E+12;2021-06-18 05:56:29.992+00;R14 LAIT INFANTILE BIO
25/12/2021;3,53363E+12;2021-06-12 05:47:57.983+00;R14 LAIT INFANTILE BIO
19/12/2021;3,53363E+12;2021-09-07 12:08:25+00;R14 LAIT INFANTILE BIO
18/01/2022;3,53363E+12;2021-08-02 08:32:44.713+00;R14 LAIT INFANTILE BIO
16/11/2021;3,56007E+12;2021-10-13 12:03:08.249+00;R14 LAIT INFANTILE BIO
21/11/2021;3,28811E+12;2021-08-11 08:39:18.929+00;R14 LAIT INFANTILE BIO
09/11/2021;3,57273E+12;2021-10-25 06:50:31.153+00;R14 LAIT INFANTILE BIO
04/02/2022;3,04109E+12;2021-09-02 11:08:22.604+00;R14 LAIT INFANTILE BIO
21/05/2022;3,28813E+12;2021-10-11 06:27:36.759+00;R14 LAIT INFANTILE BIO
01/02/2022;3,28601E+12;2021-05-17 13:07:32.793+00;R14 BIO COMPLEMENT ALIMENTAIRE
01/09/2022;3,28601E+12;2021-05-17 13:08:08.339+00;R14 BIO COMPLEMENT ALIMENTAIRE
01/03/2022;3,4563E+12;2021-05-17 13:09:31.809+00;R14 BIO COMPLEMENT ALIMENTAIRE
01/11/2022;3,16092E+12;2021-05-17 13:11:47.177+00;R14 BIO COMPLEMENT ALIMENTAIRE
01/01/2022;3,4563E+12;2021-05-17 13:13:03.257+00;R14 BIO COMPLEMENT ALIMENTAIRE
01/10/2023;3,28601E+12;2021-05-17 13:14:27.232+00;R14 BIO COMPLEMENT ALIMENTAIRE
